time,TR_000,TR_001,TR_002,TR_003,TR_004,TR_005,TR_006,TR_007,TR_008,TR_009,TR_010,TR_011,TR_012,TR_013,TR_014,TR_015,TR_016,TR_017,TR_018,TR_019,TR_020,TR_021,TR_022,TR_023,TR_024,TR_025,TR_026,TR_027,TR_028,TR_029,TR_030,TR_031,TR_032,TR_033,TR_034,TR_035,TR_036,TR_037,TR_038,TR_039,TR_040,TR_041,TR_042,TR_043,TR_044,TR_045,TR_046,TR_047,TR_048,TR_049,TR_050,TR_051,TR_052,TR_053,TR_054,TR_055,TR_056,TR_057,TR_058,TR_059,TR_060,TR_061,TR_062,TR_063,TR_064,TR_065,TR_066,TR_067,TR_068,TR_069,TR_070,TR_071,TR_072,TR_073,TR_074,TR_075,TR_076,TR_077,TR_078,TR_079,TR_080,TR_081,TR_082,TR_083,TR_084,TR_085,TR_086,TR_087,TR_088,TR_089,TR_090,TR_091,TR_092,TR_093,TR_094,TR_095,TR_096,TR_097,TR_098,TR_099,TR_100,TR_101,TR_102,TR_103,TR_104,TR_105,TR_106,TR_107,TR_108,TR_109,TR_110,TR_111,TR_112,TR_113,TR_114,TR_115,TR_116,TR_117,TR_118,TR_119,TR_120,TR_121,TR_122,TR_123,TR_124,TR_125,TR_126,TR_127,TR_128,TR_129,TR_130,TR_131,TR_132,TR_133,TR_134,TR_135,TR_136,TR_137,TR_138,TR_139,TR_140,TR_141,TR_142,TR_143,TR_144,TR_145,TR_146,TR_147,TR_148,TR_149,TR_150,TR_151,TR_152,TR_153,TR_154,TR_155,TR_156,TR_157,TR_158,TR_159,TR_160,TR_161,TR_162,TR_163,TR_164,TR_165,TR_166,TR_167,TR_168,TR_169,TR_170,TR_171,TR_172,TR_173,TR_174,TR_175,TR_176,TR_177,TR_178,TR_179,TR_180,TR_181,TR_182,TR_183,TR_184,TR_185,TR_186,TR_187,TR_188,TR_189,TR_190,TR_191,TR_192,TR_193,TR_194,TR_195,TR_196,TR_197,TR_198,TR_199
01/01/2000 00:00:00,-0.000113,-0.04236,-0.084821,-0.127467,-0.170195,-0.211242,-0.251957,-0.29388,-0.333317,-0.374668,-0.413932,-0.452156,-0.48959,-0.52678,-0.561624,-0.598304,-0.630219,-0.662224,-0.693708,-0.723734,-0.750352,-0.776095,-0.79965,-0.823291,-0.841395,-0.858721,-0.87224,-0.88423,-0.892968,-0.899104,-0.900625,-0.89813,-0.892556,-0.881136,-0.867415,-0.848173,-0.825849,-0.796399,-0.762624,-0.722347,-0.678963,-0.62904,-0.575623,-0.51579,-0.450378,-0.382235,-0.311063,-0.235621,-0.158619,-0.079194,0.00129,0.081996,0.161022,0.238297,0.3128,0.386115,0.454218,0.518007,0.57759,0.631651,0.680847,0.724126,0.764337,0.798003,0.824954,0.850077,0.867581,0.882791,0.893054,0.897595,0.901,0.898119,0.893154,0.88474,0.873337,0.857507,0.841714,0.822189,0.799222,0.776885,0.749598,0.722507,0.693294,0.66198,0.630367,0.596353,0.56228,0.526338,0.489422,0.45158,0.413335,0.372734,0.333234,0.292996,0.251329,0.20982,0.169129,0.125904,0.083603,0.041002,-0.000316,-0.042609,-0.085096,-0.126728,-0.170165,-0.210502,-0.253636,-0.292964,-0.333915,-0.375028,-0.414218,-0.452877,-0.489635,-0.525813,-0.562607,-0.598068,-0.630588,-0.663075,-0.694612,-0.723127,-0.751975,-0.77707,-0.799933,-0.823232,-0.842231,-0.858363,-0.872191,-0.883628,-0.893287,-0.898221,-0.900438,-0.898023,-0.892087,-0.882999,-0.868139,-0.848706,-0.824217,-0.795935,-0.763102,-0.722777,-0.67917,-0.628605,-0.5756,-0.514937,-0.450961,-0.382163,-0.310368,-0.235396,-0.158567,-0.079268,0.001688,0.08106,0.161777,0.238459,0.312537,0.384886,0.454252,0.517672,0.577166,0.631324,0.681537,0.723845,0.763572,0.796522,0.826408,0.849685,0.868392,0.882609,0.892746,0.899146,0.899603,0.897285,0.892781,0.884266,0.87215,0.857448,0.840716,0.821054,0.799865,0.775977,0.74926,0.722331,0.693845,0.661734,0.630852,0.595475,0.561632,0.526646,0.489822,0.450085,0.412767,0.372701,0.334122,0.292845,0.252208,0.209895,0.168329,0.127409,0.085001,0.042811
01/01/2000 00:00:00,-0.001068,-0.043773,-0.085423,-0.12704,-0.169292,-0.211494,-0.253061,-0.292877,-0.33507,-0.373931,-0.414459,-0.452595,-0.490215,-0.525739,-0.562224,-0.597055,-0.631378,-0.662984,-0.693654,-0.722959,-0.750086,-0.777605,-0.801312,-0.822593,-0.841199,-0.859434,-0.872521,-0.884991,-0.892416,-0.897493,-0.899886,-0.897603,-0.891752,-0.883085,-0.866716,-0.848086,-0.824193,-0.797036,-0.762282,-0.723211,-0.679428,-0.628484,-0.574479,-0.515563,-0.451323,-0.382474,-0.310383,-0.23559,-0.158423,-0.07893,0.001522,0.080897,0.160476,0.238705,0.313201,0.384669,0.454466,0.516706,0.577821,0.631267,0.680875,0.723783,0.762788,0.79664,0.824953,0.849023,0.868338,0.882116,0.893397,0.898909,0.900592,0.897596,0.892052,0.883658,0.872576,0.859217,0.84106,0.822301,0.800866,0.77532,0.750204,0.722195,0.692338,0.662268,0.629745,0.59619,0.561354,0.524735,0.489072,0.451725,0.413173,0.373692,0.332366,0.291722,0.252437,0.209698,0.169234,0.126412,0.08383,0.04111,-0.001312,-0.043253,-0.085407,-0.127846,-0.169493,-0.211747,-0.253632,-0.294429,-0.334747,-0.374337,-0.41301,-0.45274,-0.49058,-0.526017,-0.561596,-0.597728,-0.629975,-0.662912,-0.693353,-0.722964,-0.750102,-0.776709,-0.800258,-0.823034,-0.842756,-0.859728,-0.873845,-0.885456,-0.893476,-0.89886,-0.900833,-0.897184,-0.892203,-0.881462,-0.866708,-0.849456,-0.824218,-0.795773,-0.761486,-0.724153,-0.679337,-0.630067,-0.574371,-0.515978,-0.452025,-0.382463,-0.310465,-0.23606,-0.158852,-0.0785,0.000953,0.081002,0.161026,0.238524,0.312772,0.38553,0.453932,0.517164,0.576573,0.631361,0.679946,0.725677,0.764296,0.79633,0.825493,0.850054,0.868644,0.882128,0.893111,0.898907,0.899944,0.897736,0.893328,0.884901,0.87248,0.858783,0.841848,0.82177,0.799126,0.775752,0.749992,0.723341,0.692301,0.662778,0.630947,0.597139,0.561222,0.526465,0.489124,0.450872,0.412336,0.373209,0.332877,0.292424,0.252423,0.209896,0.168144,0.12683,0.084875,0.041378
01/01/2000 00:00:00,-0.000023,-0.043187,-0.086025,-0.126613,-0.170389,-0.211746,-0.252165,-0.293873,-0.334822,-0.375193,-0.412985,-0.453033,-0.49084,-0.526699,-0.562824,-0.597806,-0.630537,-0.663744,-0.6936,-0.724185,-0.75182,-0.777114,-0.800974,-0.821894,-0.841003,-0.858148,-0.872801,-0.883752,-0.893863,-0.897882,-0.899148,-0.897076,-0.892947,-0.883035,-0.868018,-0.847999,-0.824536,-0.795673,-0.761939,-0.724076,-0.679893,-0.629928,-0.575334,-0.515337,-0.450269,-0.382712,-0.311703,-0.235558,-0.158228,-0.078665,0.001754,0.081799,0.159929,0.239112,0.313601,0.385223,0.452715,0.517406,0.576052,0.630884,0.680903,0.72544,0.763239,0.797277,0.824952,0.84997,0.869095,0.883441,0.891739,0.898222,0.900184,0.899074,0.892949,0.884577,0.871815,0.858927,0.840406,0.822413,0.80051,0.775755,0.75081,0.721883,0.693382,0.662556,0.629124,0.596027,0.562427,0.525132,0.488721,0.451869,0.41301,0.372649,0.333498,0.292448,0.251544,0.209577,0.169339,0.12692,0.084057,0.041218,-0.000308,-0.043897,-0.085718,-0.126964,-0.168821,-0.210993,-0.253628,-0.293894,-0.333578,-0.373647,-0.413802,-0.452603,-0.489525,-0.52622,-0.562586,-0.597388,-0.631362,-0.662749,-0.694095,-0.722802,-0.750229,-0.776349,-0.800583,-0.822836,-0.841281,-0.859093,-0.8735,-0.885284,-0.893665,-0.897499,-0.899228,-0.898346,-0.892318,-0.881926,-0.867278,-0.848206,-0.824219,-0.795611,-0.76187,-0.72353,-0.679504,-0.629528,-0.575143,-0.515019,-0.451088,-0.382762,-0.310563,-0.234724,-0.157136,-0.077733,0.002219,0.080944,0.160275,0.238589,0.313006,0.386173,0.453613,0.516655,0.575979,0.631398,0.680355,0.725509,0.763019,0.798138,0.826578,0.848423,0.868897,0.881646,0.891477,0.898667,0.900285,0.898188,0.891875,0.883536,0.872809,0.858119,0.84098,0.822486,0.800388,0.775526,0.750725,0.72235,0.692758,0.661822,0.629042,0.596803,0.560811,0.526285,0.488426,0.451659,0.411906,0.373717,0.333632,0.292003,0.252638,0.209896,0.167958,0.12625,0.08475,0.041946
01/01/2000 00:00:00,-0.000978,-0.0426,-0.084627,-0.128187,-0.169486,-0.211998,-0.253269,-0.29287,-0.334575,-0.374456,-0.413512,-0.451472,-0.489465,-0.527658,-0.563424,-0.596557,-0.631697,-0.662504,-0.693546,-0.72341,-0.751554,-0.776623,-0.800636,-0.823195,-0.840807,-0.858862,-0.873081,-0.884512,-0.893311,-0.898272,-0.90041,-0.898549,-0.892143,-0.882985,-0.86732,-0.847913,-0.824879,-0.79631,-0.761597,-0.72294,-0.678357,-0.629373,-0.57419,-0.515111,-0.451214,-0.382951,-0.311022,-0.235527,-0.158033,-0.078401,0.001987,0.0807,0.161383,0.23752,0.314002,0.385778,0.452964,0.518105,0.576283,0.630501,0.680931,0.725097,0.76369,0.797913,0.824952,0.848917,0.867853,0.882766,0.892081,0.897535,0.899777,0.898552,0.893847,0.883495,0.873054,0.858637,0.841753,0.822524,0.800154,0.776189,0.749416,0.721572,0.692426,0.662844,0.630502,0.595864,0.5615,0.525529,0.488371,0.452013,0.412848,0.373607,0.33263,0.293174,0.252651,0.209455,0.169443,0.127427,0.084284,0.041326,-0.001304,-0.042542,-0.086028,-0.128082,-0.170149,-0.212238,-0.253624,-0.293359,-0.33441,-0.374957,-0.412594,-0.452466,-0.49047,-0.526424,-0.563575,-0.597048,-0.630749,-0.662587,-0.694837,-0.72264,-0.750355,-0.775988,-0.800908,-0.822638,-0.841805,-0.858459,-0.873154,-0.885113,-0.893854,-0.898139,-0.899622,-0.897507,-0.892434,-0.882389,-0.867847,-0.848956,-0.82422,-0.795449,-0.762254,-0.722906,-0.679671,-0.62899,-0.573915,-0.516059,-0.452152,-0.383061,-0.31066,-0.235388,-0.157421,-0.078966,0.001484,0.080886,0.161524,0.238654,0.313241,0.384817,0.453294,0.518146,0.577386,0.631435,0.680764,0.725342,0.763743,0.797946,0.825663,0.848792,0.86915,0.883165,0.891842,0.898427,0.900626,0.898639,0.892422,0.88417,0.873138,0.857454,0.842112,0.821201,0.799649,0.775301,0.749457,0.72336,0.693214,0.662866,0.629137,0.596466,0.562401,0.526104,0.489728,0.450446,0.411476,0.372225,0.332387,0.293582,0.250853,0.209897,0.167773,0.125671,0.084624,0.042513
01/01/2000 00:00:00,0.000067,-0.042013,-0.085229,-0.12776,-0.170584,-0.21225,-0.252373,-0.293867,-0.334327,-0.373718,-0.414038,-0.451911,-0.49009,-0.526618,-0.562024,-0.597308,-0.630856,-0.663264,-0.693492,-0.722636,-0.751289,-0.776133,-0.800298,-0.822497,-0.842611,-0.859575,-0.873362,-0.885273,-0.892758,-0.898661,-0.899671,-0.898022,-0.891339,-0.882935,-0.868621,-0.847826,-0.825223,-0.796947,-0.763254,-0.723804,-0.678822,-0.628817,-0.575046,-0.514884,-0.45216,-0.38319,-0.310342,-0.235496,-0.157837,-0.078137,0.002219,0.081602,0.160836,0.237927,0.314402,0.386332,0.453213,0.516804,0.576514,0.632117,0.68096,0.724754,0.76414,0.79655,0.824951,0.849863,0.86861,0.88209,0.892423,0.898849,0.899369,0.89803,0.892744,0.884414,0.872293,0.858347,0.841099,0.822636,0.799799,0.776624,0.750022,0.72326,0.69347,0.663132,0.62988,0.595701,0.562574,0.525926,0.488021,0.450157,0.412686,0.372564,0.333762,0.2919,0.251759,0.209334,0.167548,0.125935,0.084511,0.041433,-0.0003,-0.043186,-0.086339,-0.1272,-0.169477,-0.211483,-0.25362,-0.292824,-0.335241,-0.374266,-0.413387,-0.452328,-0.489415,-0.526628,-0.562564,-0.596708,-0.630136,-0.662424,-0.693578,-0.722478,-0.750482,-0.777628,-0.801233,-0.82244,-0.84233,-0.857824,-0.872809,-0.884941,-0.894043,-0.898778,-0.900017,-0.898668,-0.892549,-0.882853,-0.868416,-0.847705,-0.824221,-0.795288,-0.762638,-0.722282,-0.679838,-0.630452,-0.574686,-0.5151,-0.451215,-0.383361,-0.310758,-0.236052,-0.157706,-0.078199,0.000749,0.080827,0.160773,0.238719,0.313475,0.385461,0.452974,0.517637,0.576793,0.631472,0.681173,0.725174,0.764467,0.797753,0.826748,0.849161,0.867402,0.882684,0.892208,0.898188,0.900967,0.89909,0.892969,0.884805,0.873467,0.858789,0.841244,0.821917,0.800911,0.775076,0.75019,0.722369,0.69367,0.66191,0.629232,0.59613,0.561991,0.525924,0.48903,0.451233,0.413045,0.372732,0.333142,0.293161,0.251067,0.209898,0.167587,0.127091,0.084498,0.04108
01/01/2000 00:00:00,-0.000889,-0.043426,-0.085831,-0.127333,-0.169681,-0.210503,-0.253476,-0.292863,-0.33408,-0.374981,-0.412565,-0.452349,-0.490715,-0.527577,-0.562624,-0.598059,-0.630015,-0.664024,-0.693437,-0.723862,-0.751023,-0.777642,-0.79996,-0.821798,-0.842415,-0.858289,-0.873642,-0.884034,-0.892206,-0.89905,-0.900933,-0.897496,-0.892535,-0.882885,-0.867923,-0.847739,-0.825566,-0.795584,-0.762912,-0.722669,-0.679286,-0.630261,-0.573902,-0.514658,-0.451105,-0.383429,-0.311661,-0.235464,-0.157642,-0.077872,0.002451,0.082503,0.16029,0.238335,0.312803,0.384886,0.453462,0.517503,0.576745,0.631734,0.680988,0.724411,0.762591,0.797187,0.82495,0.84881,0.867367,0.883415,0.892765,0.898162,0.900961,0.897507,0.893642,0.883332,0.873532,0.858057,0.840445,0.822748,0.799443,0.777059,0.750628,0.722948,0.692514,0.66142,0.629259,0.595538,0.561647,0.526322,0.48967,0.450301,0.412524,0.373522,0.332894,0.292625,0.250866,0.211212,0.167653,0.126442,0.084739,0.041541,-0.001296,-0.04383,-0.08465,-0.128318,-0.168805,-0.210729,-0.253616,-0.294289,-0.334073,-0.373576,-0.414179,-0.452191,-0.49036,-0.526832,-0.563554,-0.596368,-0.631523,-0.662261,-0.69432,-0.724316,-0.750609,-0.777268,-0.801557,-0.822242,-0.840854,-0.859189,-0.872463,-0.88477,-0.892232,-0.897418,-0.900411,-0.897829,-0.892665,-0.881317,-0.866986,-0.848455,-0.824222,-0.797126,-0.763022,-0.723658,-0.678005,-0.629913,-0.575458,-0.516141,-0.450279,-0.38366,-0.310856,-0.234716,-0.157991,-0.079431,0.002015,0.080769,0.160023,0.238784,0.31371,0.386105,0.452655,0.517128,0.5762,0.631509,0.681582,0.725006,0.763191,0.797561,0.825833,0.84953,0.867655,0.882202,0.892573,0.897948,0.899308,0.897542,0.893515,0.88344,0.871796,0.858124,0.840376,0.822633,0.800173,0.776851,0.750923,0.723379,0.694127,0.662954,0.629328,0.595793,0.56158,0.525743,0.488331,0.45202,0.412615,0.37324,0.333897,0.29274,0.251282,0.209898,0.169402,0.126511,0.084373,0.041648
01/01/2000 00:00:00,0.000156,-0.042839,-0.084433,-0.126906,-0.168778,-0.210755,-0.25258,-0.29386,-0.333833,-0.374243,-0.413091,-0.452788,-0.48934,-0.526537,-0.563224,-0.596809,-0.631174,-0.662784,-0.693383,-0.723087,-0.750757,-0.777151,-0.801622,-0.823099,-0.842219,-0.859003,-0.873923,-0.884795,-0.893654,-0.897439,-0.900195,-0.898969,-0.89173,-0.882835,-0.867225,-0.849653,-0.825909,-0.796221,-0.762569,-0.723533,-0.679751,-0.629706,-0.574757,-0.514432,-0.452051,-0.383667,-0.310981,-0.235433,-0.157446,-0.079608,0.000684,0.081404,0.161743,0.238742,0.313203,0.38544,0.453711,0.518203,0.576976,0.63135,0.681016,0.724068,0.763042,0.797823,0.824949,0.849757,0.868124,0.88274,0.893107,0.897475,0.900554,0.898985,0.892539,0.884251,0.872771,0.857768,0.841792,0.82086,0.799087,0.775494,0.749234,0.722636,0.693557,0.661709,0.630637,0.597375,0.56072,0.526719,0.48932,0.450445,0.412362,0.372479,0.334026,0.293351,0.251973,0.211091,0.167758,0.12695,0.084966,0.041649,-0.000291,-0.042475,-0.084961,-0.127436,-0.170133,-0.211974,-0.253613,-0.293754,-0.334905,-0.374885,-0.412971,-0.452054,-0.489305,-0.527036,-0.562543,-0.598028,-0.63091,-0.664098,-0.695062,-0.724153,-0.750735,-0.776907,-0.799882,-0.822044,-0.841379,-0.858554,-0.872117,-0.884598,-0.89242,-0.898057,-0.900806,-0.89899,-0.89278,-0.88178,-0.867555,-0.849205,-0.824223,-0.796964,-0.761405,-0.723035,-0.678172,-0.629375,-0.574229,-0.515181,-0.451343,-0.381959,-0.310953,-0.23538,-0.158275,-0.078664,0.00128,0.080711,0.161272,0.238849,0.313944,0.384748,0.454335,0.51662,0.577606,0.631546,0.679991,0.724839,0.763915,0.797369,0.824918,0.849899,0.867907,0.881721,0.892939,0.897709,0.899649,0.897993,0.892062,0.884074,0.872125,0.857459,0.841508,0.821349,0.799434,0.776625,0.749655,0.722389,0.692583,0.661998,0.629423,0.595457,0.56117,0.525563,0.489633,0.450807,0.412184,0.373748,0.332652,0.292319,0.251497,0.209899,0.169216,0.125932,0.084247,0.042215
01/01/2000 00:00:00,-0.000799,-0.042252,-0.085035,-0.128479,-0.169875,-0.211007,-0.253684,-0.292857,-0.333585,-0.373506,-0.413618,-0.451226,-0.489965,-0.527496,-0.561824,-0.59756,-0.630334,-0.663544,-0.693329,-0.724313,-0.750491,-0.776661,-0.801284,-0.822401,-0.842023,-0.859716,-0.872203,-0.885556,-0.893101,-0.897829,-0.899456,-0.898442,-0.892926,-0.882785,-0.868526,-0.849566,-0.824252,-0.796858,-0.762227,-0.722398,-0.678216,-0.62915,-0.575613,-0.516205,-0.450996,-0.381906,-0.3103,-0.235402,-0.157251,-0.079344,0.000916,0.082306,0.161197,0.23915,0.313604,0.385994,0.453959,0.516902,0.577207,0.630967,0.681044,0.723724,0.763493,0.79646,0.824948,0.848703,0.868881,0.882065,0.891449,0.898788,0.900146,0.898463,0.893437,0.88517,0.87201,0.857478,0.841138,0.820971,0.800731,0.775928,0.74984,0.722324,0.692601,0.661997,0.630015,0.597212,0.561793,0.525116,0.48897,0.45059,0.4122,0.373436,0.333158,0.292077,0.251081,0.210969,0.167862,0.127457,0.085193,0.041757,-0.001287,-0.043119,-0.085272,-0.128553,-0.169461,-0.211219,-0.253609,-0.29322,-0.333736,-0.374195,-0.413763,-0.451917,-0.49025,-0.52724,-0.563532,-0.597688,-0.630297,-0.663935,-0.693803,-0.723991,-0.750862,-0.776547,-0.800207,-0.821846,-0.841903,-0.857919,-0.873772,-0.884426,-0.892609,-0.898697,-0.899201,-0.898152,-0.892896,-0.882244,-0.868125,-0.847955,-0.824224,-0.796803,-0.761789,-0.722411,-0.678338,-0.628837,-0.575001,-0.516222,-0.450406,-0.382258,-0.311051,-0.236044,-0.15856,-0.077897,0.000546,0.080653,0.160521,0.238914,0.314179,0.385392,0.454016,0.518111,0.577013,0.631584,0.6804,0.724671,0.762638,0.797177,0.826003,0.850268,0.86816,0.88324,0.893304,0.897469,0.89999,0.898444,0.892609,0.884709,0.872454,0.858794,0.84064,0.822065,0.800696,0.7764,0.750388,0.723398,0.69304,0.663042,0.629518,0.59712,0.560759,0.525382,0.488935,0.451594,0.411754,0.372256,0.333407,0.291898,0.251711,0.2099,0.169031,0.127352,0.084121,0.042782
01/01/2000 00:00:00,0.000246,-0.043665,-0.085637,-0.128052,-0.168972,-0.211259,-0.252788,-0.293853,-0.333338,-0.374768,-0.414144,-0.451665,-0.490591,-0.526456,-0.562424,-0.598311,-0.631493,-0.662304,-0.693275,-0.723538,-0.750226,-0.77617,-0.800946,-0.821702,-0.841827,-0.85843,-0.872484,-0.884316,-0.892549,-0.898218,-0.900718,-0.897915,-0.892122,-0.882734,-0.867828,-0.849479,-0.824596,-0.795495,-0.761884,-0.723262,-0.67868,-0.628595,-0.574469,-0.515979,-0.451942,-0.382145,-0.31162,-0.23537,-0.157056,-0.079079,0.001149,0.081207,0.16065,0.237557,0.314004,0.384548,0.454208,0.517601,0.577437,0.630584,0.681073,0.725381,0.763944,0.797097,0.824947,0.84965,0.867639,0.88339,0.891792,0.898102,0.899738,0.89794,0.892334,0.884088,0.873249,0.859188,0.840485,0.821083,0.800376,0.776363,0.750446,0.722013,0.693645,0.662285,0.629394,0.597049,0.560867,0.525513,0.488619,0.450734,0.412037,0.372394,0.332291,0.292803,0.252188,0.210848,0.167967,0.125965,0.08342,0.041865,-0.000283,-0.043763,-0.085583,-0.127671,-0.168789,-0.210465,-0.253605,-0.294685,-0.334568,-0.373505,-0.412555,-0.45178,-0.489195,-0.527444,-0.562522,-0.597348,-0.631684,-0.663772,-0.694545,-0.723829,-0.750989,-0.776186,-0.800532,-0.821648,-0.842428,-0.859284,-0.873426,-0.884255,-0.892798,-0.897336,-0.899595,-0.897313,-0.893011,-0.882707,-0.868694,-0.848705,-0.824225,-0.796641,-0.762173,-0.723787,-0.678505,-0.630298,-0.575773,-0.515263,-0.45147,-0.382558,-0.311149,-0.234708,-0.158845,-0.07913,0.001811,0.080595,0.16177,0.238979,0.312413,0.386036,0.453697,0.517602,0.57642,0.631621,0.680809,0.724503,0.763362,0.796985,0.825088,0.848637,0.868413,0.882758,0.89167,0.89723,0.900331,0.898896,0.893156,0.883344,0.872784,0.858129,0.841772,0.82078,0.799957,0.776175,0.75112,0.722408,0.693496,0.662086,0.629613,0.596784,0.562349,0.525202,0.488237,0.45038,0.413324,0.372764,0.334162,0.293477,0.251926,0.209901,0.168845,0.126773,0.083996,0.04135
01/01/2000 00:00:00,-0.000709,-0.043079,-0.086239,-0.127625,-0.170069,-0.211511,-0.251892,-0.29285,-0.33509,-0.374031,-0.412671,-0.452103,-0.489216,-0.527415,-0.563024,-0.597062,-0.630652,-0.663064,-0.693221,-0.722764,-0.75196,-0.777679,-0.800608,-0.823003,-0.841631,-0.859143,-0.872764,-0.885077,-0.893996,-0.898607,-0.89998,-0.897388,-0.891318,-0.882684,-0.86713,-0.849393,-0.824939,-0.796132,-0.761542,-0.724126,-0.679145,-0.630039,-0.575324,-0.515753,-0.450887,-0.382383,-0.310939,-0.235339,-0.15886,-0.078815,0.001381,0.082109,0.160104,0.237965,0.314404,0.385103,0.454457,0.5183,0.577668,0.6322,0.681101,0.725038,0.764395,0.797734,0.824946,0.848597,0.868396,0.882714,0.892134,0.897415,0.899331,0.897418,0.893232,0.885007,0.872488,0.858898,0.841831,0.821195,0.80002,0.776798,0.751052,0.721701,0.692689,0.662573,0.630772,0.596886,0.56194,0.525909,0.488269,0.450878,0.411875,0.373351,0.333423,0.293529,0.251295,0.210726,0.168072,0.126473,0.083647,0.041972,-0.001279,-0.042408,-0.085893,-0.126789,-0.170117,-0.21171,-0.253601,-0.29415,-0.333399,-0.374814,-0.413348,-0.451643,-0.49014,-0.527647,-0.563511,-0.597008,-0.631071,-0.663609,-0.693287,-0.723667,-0.751115,-0.775826,-0.800857,-0.82145,-0.840953,-0.858649,-0.873081,-0.884083,-0.892987,-0.897976,-0.89999,-0.898474,-0.893127,-0.881171,-0.867263,-0.849454,-0.824226,-0.796479,-0.762557,-0.723164,-0.678672,-0.62976,-0.574544,-0.516303,-0.450533,-0.382857,-0.311246,-0.235372,-0.15713,-0.078362,0.001077,0.082537,0.16102,0.239044,0.312648,0.384679,0.453377,0.517093,0.577826,0.631658,0.681218,0.724336,0.764086,0.796793,0.826173,0.849006,0.868665,0.882277,0.892035,0.89899,0.900672,0.897347,0.893702,0.883978,0.873113,0.857464,0.840904,0.821496,0.799219,0.775949,0.749853,0.723418,0.693952,0.663129,0.629708,0.596447,0.561938,0.525021,0.489539,0.451167,0.412893,0.373271,0.332917,0.293056,0.252141,0.209901,0.16866,0.126193,0.08387,0.041917
